developer,month,repo,commits,share
steipete,2026-01,steipete/poltergeist,1,0.000160
steipete,2026-01,steipete/sweetlink,1,0.000160
steipete,2026-01,steipete/tokentally,1,0.000160
steipete,2026-01,steipete/vox,1,0.000160
steipete,2026-01,steipete/mintlify-docs,1,0.000160
steipete,2026-01,openclaw/clawgo,1,0.000160
steipete,2026-01,steipete/clawdbot.com,1,0.000160
steipete,2026-01,steipete/steipete.me,1,0.000160
steipete,2026-01,steipete/TauTUI,1,0.000160
steipete,2026-01,openclaw/flawd-bot,1,0.000160
steipete,2026-01,steipete/lobsterbot,1,0.000160
steipete,2026-01,moltbot/.github,1,0.000160
steipete,2026-02,openclaw/openclaw,3782,0.916626
steipete,2026-02,openclaw/clawhub,143,0.034658
steipete,2026-02,steipete/gogcli,58,0.014057
steipete,2026-02,steipete/summarize,41,0.009937
steipete,2026-02,openclaw/openclaw.ai,36,0.008725
steipete,2026-02,steipete/imsg,14,0.003393
steipete,2026-02,steipete/oracle,12,0.002908
steipete,2026-02,steipete/homebrew-tap,7,0.001697
steipete,2026-02,steipete/goplaces,7,0.001697
steipete,2026-02,steipete/metcli,5,0.001212
steipete,2026-02,steipete/wacli,5,0.001212
steipete,2026-02,steipete/CodexBar,4,0.000969
steipete,2026-02,steipete/gifgrep,4,0.000969
steipete,2026-02,steipete/steipete.me,3,0.000727
steipete,2026-02,steipete/agent-scripts,2,0.000485
steipete,2026-02,steipete/steipete,2,0.000485
steipete,2026-02,openclaw/skills,1,0.000242
steipete,2026-03,openclaw/openclaw,3966,0.837239
steipete,2026-03,steipete/summarize,205,0.043276
steipete,2026-03,openclaw/gogcli,130,0.027444
steipete,2026-03,openclaw/clawhub,115,0.024277
steipete,2026-03,openclaw/discrawl,51,0.010766
steipete,2026-03,steipete/birdclaw,48,0.010133
steipete,2026-03,openclaw/mcporter,38,0.008022
steipete,2026-03,openclaw/Peekaboo,26,0.005489
steipete,2026-03,steipete/agent-scripts,25,0.005278
steipete,2026-03,steipete/oracle,22,0.004644
steipete,2026-03,openclaw/openclaw.ai,16,0.003378
steipete,2026-03,steipete/CodexBar,16,0.003378
steipete,2026-03,steipete/sweet-cookie,14,0.002955
steipete,2026-03,steipete/triage,14,0.002955
steipete,2026-03,steipete/homebrew-tap,10,0.002111
steipete,2026-03,openclaw/spogo,10,0.002111
steipete,2026-03,openclaw/Tachikoma,8,0.001689
steipete,2026-03,openclaw/multipass,7,0.001478
steipete,2026-03,steipete/speaking,6,0.001267
steipete,2026-03,steipete/ordercli,4,0.000844
steipete,2026-03,openclaw/imsg,2,0.000422
steipete,2026-03,steipete/steipete,2,0.000422
steipete,2026-03,openclaw/acpx,1,0.000211
steipete,2026-03,openclaw/AXorcist,1,0.000211
steipete,2026-04,openclaw/openclaw,8085,0.875474
steipete,2026-04,openclaw/clawsweeper,299,0.032377
steipete,2026-04,openclaw/gogcli,118,0.012777
steipete,2026-04,openclaw/discrawl,87,0.009421
steipete,2026-04,steipete/summarize,70,0.007580
steipete,2026-04,openclaw/docs,49,0.005306
steipete,2026-04,openclaw/wacli,46,0.004981
steipete,2026-04,steipete/CodexBar,42,0.004548
steipete,2026-04,openclaw/clownfish,40,0.004331
steipete,2026-04,openclaw/clawhub,36,0.003898
steipete,2026-04,steipete/birdclaw,30,0.003249
steipete,2026-04,openclaw/acpx,29,0.003140
steipete,2026-04,steipete/homebrew-tap,26,0.002815
steipete,2026-04,openclaw/gitcrawl,24,0.002599
steipete,2026-04,steipete/agent-scripts,20,0.002166
steipete,2026-04,openclaw/openclaw.ai,18,0.001949
steipete,2026-04,steipete/wacrawl,18,0.001949
steipete,2026-04,openclaw/mcporter,15,0.001624
steipete,2026-04,openclaw/Peekaboo,13,0.001408
steipete,2026-04,openclaw/crabbox,13,0.001408
steipete,2026-04,amantus-ai/vibetunnel,9,0.000975
steipete,2026-04,openclaw/lobster,8,0.000866
steipete,2026-04,steipete/macos-automator-mcp,8,0.000866
steipete,2026-04,steipete/eightctl,7,0.000758
steipete,2026-04,steipete/blucli,5,0.000541
steipete,2026-04,steipete/tokentally,5,0.000541
steipete,2026-04,steipete/osc-progress,5,0.000541
steipete,2026-04,steipete/stats-store,5,0.000541
steipete,2026-04,steipete/vox,5,0.000541
steipete,2026-04,steipete/poltergeist,5,0.000541
steipete,2026-04,steipete/oracle,5,0.000541
steipete,2026-04,openclaw/cookbook,5,0.000541
steipete,2026-04,openclaw/clawsweeper.bot,5,0.000541
steipete,2026-04,openclaw/spogo,4,0.000433
steipete,2026-04,openclaw/Tachikoma,4,0.000433
steipete,2026-04,steipete/steipete.me,4,0.000433
steipete,2026-04,steipete/Swiftdansi,4,0.000433
steipete,2026-04,steipete/steipete,3,0.000325
steipete,2026-04,openclaw/imsg,3,0.000325
steipete,2026-04,steipete/camsnap,3,0.000325
steipete,2026-04,steipete/RepoBar,3,0.000325
steipete,2026-04,steipete/Terminator,3,0.000325
steipete,2026-04,steipete/sweetlink,3,0.000325
steipete,2026-04,steipete/bslog,3,0.000325
steipete,2026-04,amantus-ai/llm-codes,3,0.000325
steipete,2026-04,openclaw/nix-openclaw-tools,2,0.000217
steipete,2026-04,steipete/sag,2,0.000217
steipete,2026-04,steipete/sonoscli,2,0.000217
steipete,2026-04,steipete/gifgrep,2,0.000217
steipete,2026-04,steipete/brabble,2,0.000217
steipete,2026-04,steipete/Markdansi,2,0.000217
steipete,2026-04,openclaw/plugin-inspector,2,0.000217
steipete,2026-04,steipete/inngest,2,0.000217
steipete,2026-04,steipete/ElevenLabsKit,2,0.000217
steipete,2026-04,steipete/lore.md,2,0.000217
steipete,2026-04,steipete/agent-rules,2,0.000217
steipete,2026-04,steipete/Commander,2,0.000217
steipete,2026-04,openclaw/AXorcist,2,0.000217
steipete,2026-04,openclaw/homebrew-tap,2,0.000217
steipete,2026-04,steipete/SOUL.md,1,0.000108
steipete,2026-04,vincentkoc/slacrawl,1,0.000108
steipete,2026-04,steipete/claude-code-mcp,1,0.000108
steipete,2026-04,openclaw/goplaces,1,0.000108
steipete,2026-04,steipete/sweetcookie,1,0.000108
steipete,2026-04,steipete/Trimmy,1,0.000108
steipete,2026-04,steipete/SweetCookieKit,1,0.000108
steipete,2026-04,steipete/Demark,1,0.000108
steipete,2026-04,steipete/aibench,1,0.000108
steipete,2026-04,steipete/InterposeKit,1,0.000108
steipete,2026-04,steipete/conduit-mcp,1,0.000108
steipete,2026-04,steipete/TauTUI,1,0.000108
steveyegge,2025-10,gastownhall/beads,325,0.970149
steveyegge,2025-10,gastownhall/homebrew-beads,10,0.029851
steveyegge,2025-11,gastownhall/beads,415,1.000000
steveyegge,2025-12,gastownhall/gastown,1985,0.571552
steveyegge,2025-12,gastownhall/beads,1484,0.427296
steveyegge,2025-12,gastownhall/homebrew-beads,4,0.001152
steveyegge,2026-01,gastownhall/beads,821,0.525608
steveyegge,2026-01,gastownhall/gastown,741,0.474392
steveyegge,2026-02,gastownhall/gastown,1073,0.543566
steveyegge,2026-02,gastownhall/beads,900,0.455927
steveyegge,2026-02,steveyegge/gastown-otel,1,0.000507
steveyegge,2026-03,gastownhall/gastown,936,0.605433
steveyegge,2026-03,gastownhall/beads,596,0.385511
steveyegge,2026-03,gastownhall/wasteland,12,0.007762
steveyegge,2026-03,gastownhall/homebrew-beads,1,0.000647
steveyegge,2026-03,gastownhall/gascity,1,0.000647
steveyegge,2026-04,gastownhall/gastown,46,0.779661
steveyegge,2026-04,gastownhall/beads,13,0.220339
teamchong,2025-11,teamchong/metal0,847,1.000000
teamchong,2025-12,teamchong/metal0,1775,0.564029
teamchong,2025-12,teamchong/edgebox,756,0.240229
teamchong,2025-12,teamchong/lanceql,452,0.143629
teamchong,2025-12,teamchong/zell,164,0.052113
teamchong,2026-01,teamchong/termweb,417,0.325019
teamchong,2026-01,teamchong/lanceql,357,0.278254
teamchong,2026-01,teamchong/edgebox,348,0.271239
teamchong,2026-01,teamchong/metal0,153,0.119252
teamchong,2026-01,teamchong/zell,5,0.003897
teamchong,2026-01,bytecodealliance/wasm-micro-runtime,2,0.001559
teamchong,2026-01,ghostty-org/ghostty,1,0.000779
teamchong,2026-02,teamchong/termweb,306,0.586207
teamchong,2026-02,teamchong/vectorjson,154,0.295019
teamchong,2026-02,teamchong/edgebox,53,0.101533
teamchong,2026-02,teamchong/codesift,9,0.017241
teamchong,2026-03,teamchong/querymode,423,0.405950
teamchong,2026-03,teamchong/pymode,246,0.236084
teamchong,2026-03,teamchong/drawmode,102,0.097889
teamchong,2026-03,teamchong/nodemode,95,0.091171
teamchong,2026-03,teamchong/gitmode,73,0.070058
teamchong,2026-03,teamchong/gomode,36,0.034549
teamchong,2026-03,teamchong/vectorjson,34,0.032630
teamchong,2026-03,teamchong/zerobuf,33,0.031670
teamchong,2026-04,teamchong/textsift,163,0.449036
teamchong,2026-04,teamchong/turboquant-wasm,99,0.272727
teamchong,2026-04,teamchong/capnwasm,75,0.206612
teamchong,2026-04,teamchong/gitmode,18,0.049587
teamchong,2026-04,teamchong/drawmode,5,0.013774
teamchong,2026-04,teamchong/teamchong.net,2,0.005510
teamchong,2026-04,teamchong/pymode,1,0.002755
