week,commits_total,commits_with_agent_signal,agent_rate,amp_count,amp_pct,claude_code_count,claude_code_pct,codex_count,codex_pct,copilot_count,copilot_pct,cursor_count,cursor_pct,gastown_count,gastown_pct,gemini_count,gemini_pct,opencode_count,opencode_pct,pi_count,pi_pct,qwen_code_count,qwen_code_pct,windsurf_count,windsurf_pct,multi_agent_count,multi_agent_pct,no_signal_count,no_signal_pct
2025-09-01,15,2,13.3,0,0.0,2,13.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,86.7
2025-09-08,40,17,42.5,0,0.0,15,37.5,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.5,23,57.5
2025-09-15,58,8,13.8,0,0.0,7,12.1,1,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,86.2
2025-09-22,82,10,12.2,0,0.0,1,1.2,8,9.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.2,72,87.8
2025-09-29,118,9,7.6,0,0.0,2,1.7,7,5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,109,92.4
2025-10-06,66,4,6.1,0,0.0,1,1.5,1,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.0,62,93.9
2025-10-13,63,2,3.2,0,0.0,2,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61,96.8
2025-10-20,89,13,14.6,0,0.0,1,1.1,11,12.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,76,85.4
2025-10-27,27,1,3.7,0,0.0,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,96.3
2025-11-03,37,4,10.8,0,0.0,0,0.0,2,5.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.4,33,89.2
2025-11-10,65,3,4.6,0,0.0,0,0.0,2,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.5,62,95.4
